Batch	Amplicon	Unmodified%	Modified%	Reads_in_input	Reads_aligned_all_amplicons	Reads_aligned	Unmodified	Modified	Discarded	Insertions	Deletions	Substitutions	Only Insertions	Only Deletions	Only Substitutions	Insertions and Deletions	Insertions and Substitutions	Deletions and Substitutions	Insertions Deletions and Substitutions
59_TD_PE2_1_2_control1	HDR	0	100	24788	24459	17	0	17	0	0	17	17	0	0	0	0	0	17	0
59_TD_PE2_1_2_control2	Reference	65.85435146	34.14564854	32096	31703	31679	20862	10817	0	245	283	10804	0	5	10353	8	181	214	56
59_TD_PE2_1_2_control2	HDR	0	100	32096	31703	24	0	24	0	1	24	24	0	0	0	0	0	23	1
59_TD_PE2_1_2_control3	Reference	47.82608696	52.17391304	771	92	92	44	48	0	0	1	48	0	0	47	0	0	1	0
59_TD_PE2_1_2_control3	HDR	NA	NA	771	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59_TD_PE2_1_2_control4	Reference	63.44086022	36.55913978	513	280	279	177	102	0	1	2	102	0	0	99	0	1	2	0
59_TD_PE2_1_2_control4	HDR	0	100	513	280	1	0	1	0	0	1	1	0	0	0	0	0	1	0
10_TD_PE2_2_1_control1	Reference	97.87438898	2.12561102	13611	13502	13502	13215	287	0	1	7	285	0	2	279	0	1	5	0
10_TD_PE2_2_1_control1	HDR	NA	NA	13611	13502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10_TD_PE2_2_1_control2	Reference	97.76035453	2.23964547	29442	29335	29335	28678	657	0	1	15	649	0	8	641	0	1	7	0
10_TD_PE2_2_1_control2	HDR	NA	NA	29442	29335	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10_TD_PE2_2_1_control3	Reference	96.40449438	3.59550562	562	445	445	429	16	0	0	0	16	0	0	16	0	0	0	0
10_TD_PE2_2_1_control3	HDR	NA	NA	562	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10_TD_PE2_2_1_control4	Reference	98.12600393	1.87399607	5670	5603	5603	5498	105	0	0	6	100	0	5	99	0	0	1	0
10_TD_PE2_2_1_control4	HDR	NA	NA	5670	5603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10_TD_PE2_2_2_control1	Reference	97.87438898	2.12561102	13611	13502	13502	13215	287	0	1	7	285	0	2	279	0	1	5	0
10_TD_PE2_2_2_control1	HDR	NA	NA	13611	13502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10_TD_PE2_2_2_control2	Reference	97.76035453	2.23964547	29442	29335	29335	28678	657	0	1	15	649	0	8	641	0	1	7	0
10_TD_PE2_2_2_control2	HDR	NA	NA	29442	29335	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10_TD_PE2_2_2_control3	Reference	96.40449438	3.59550562	562	445	445	429	16	0	0	0	16	0	0	16	0	0	0	0
10_TD_PE2_2_2_control3	HDR	NA	NA	562	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10_TD_PE2_2_2_control4	Reference	98.12600393	1.87399607	5670	5603	5603	5498	105	0	0	6	100	0	5	99	0	0	1	0
10_TD_PE2_2_2_control4	HDR	NA	NA	5670	5603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29_TD_PE2_2_1_control1	Reference	96.6714622	3.3285378	15627	15306	15292	14783	509	0	1	15	502	0	7	494	0	0	7	1
